127	omniman_127_t05m33_1s.mp3	I claim this timeline for the Viltrum Empire.
128	omniman_128_t05m36_6s.mp3	Go ahead, arrest me.
129	omniman_129_t05m38_7s.mp3	If you can.
130	omniman_130_t05m40_0s.mp3	You won't live long enough to exploit them.
131	omniman_131_t05m43_2s.mp3	You should have discarded Debbie years ago.
132	omniman_132_t05m46_3s.mp3	You answer to a higher authority now.
133	omniman_133_t05m49_6s.mp3	Finally!
134	omniman_134_t05m50_7s.mp3	A worthy challenge wearing yourself out, aren't you?
135	omniman_135_t05m54_1s.mp3	Ugh, you smell like sewage.
136	omniman_136_t05m56_8s.mp3	Duty.
137	omniman_137_t05m57_6s.mp3	honor
138	omniman_138_t05m58_6s.mp3	I almost respect you.
139	omniman_139_t06m00_2s.mp3	Maybe I'll draw this one out. Disappointing.
140	omniman_140_t06m03_1s.mp3	Okay, cool now
141	omniman_141_t06m04_9s.mp3	Prove your worth.
142	omniman_142_t06m06_2s.mp3	Viltramite medicine could cure your disease.
143	omniman_143_t06m08_8s.mp3	You seem reasonable.
144	omniman_144_t06m10_2s.mp3	Stand down or die.
145	omniman_145_t06m12_2s.mp3	I don't buy your whole truth and light act.
146	omniman_146_t06m14_8s.mp3	
147	omniman_147_t06m16_7s.mp3	hahahaha
148	omniman_148_t06m18_9s.mp3	HUH!
149	omniman_149_t06m20_4s.mp3	Hm. Hahaha.
150	omniman_150_t06m24_4s.mp3	hahahaha
151	omniman_151_t06m27_2s.mp3	
152	omniman_152_t06m28_8s.mp3	
153	omniman_153_t06m30_7s.mp3	
154	omniman_154_t06m32_8s.mp3	
155	omniman_155_t06m35_1s.mp3	
156	omniman_156_t06m36_4s.mp3	
157	omniman_157_t06m37_6s.mp3	
158	omniman_158_t06m39_4s.mp3	
159	omniman_159_t06m41_8s.mp3	
160	omniman_160_t06m43_7s.mp3	
161	omniman_161_t06m45_8s.mp3	
162	omniman_162_t06m47_8s.mp3	
163	omniman_163_t06m49_7s.mp3	
164	omniman_164_t06m58_8s.mp3	
165	omniman_165_t06m60_0s.mp3	
166	omniman_166_t07m03_2s.mp3	
167	omniman_167_t07m06_4s.mp3	
168	omniman_168_t07m09_7s.mp3	
169	omniman_169_t07m13_4s.mp3	
170	omniman_170_t07m16_3s.mp3	
171	omniman_171_t07m18_0s.mp3	
172	omniman_172_t07m20_6s.mp3	
173	omniman_173_t07m22_6s.mp3	
174	omniman_174_t07m23_7s.mp3	
175	omniman_175_t07m24_6s.mp3	
176	omniman_176_t07m25_6s.mp3	
177	omniman_177_t07m32_2s.mp3	
178	omniman_178_t07m35_4s.mp3	
179	omniman_179_t07m39_5s.mp3	
180	omniman_180_t07m42_3s.mp3	
181	omniman_181_t07m46_0s.mp3	
182	omniman_182_t07m47_6s.mp3	
183	omniman_183_t07m49_1s.mp3	
184	omniman_184_t07m50_6s.mp3	You
185	omniman_185_t07m53_6s.mp3	
186	omniman_186_t07m55_9s.mp3	
187	omniman_187_t07m59_4s.mp3	
188	omniman_188_t08m01_6s.mp3	
189	omniman_189_t08m03_0s.mp3	
190	omniman_190_t08m05_7s.mp3	
191	omniman_191_t08m07_0s.mp3	
192	omniman_192_t08m08_3s.mp3	
193	omniman_193_t08m09_8s.mp3	
194	omniman_194_t08m10_9s.mp3	
195	omniman_195_t08m11_8s.mp3	
196	omniman_196_t08m13_3s.mp3	
197	omniman_197_t08m14_7s.mp3	
198	omniman_198_t08m15_7s.mp3	
199	omniman_199_t08m18_1s.mp3	
200	omniman_200_t08m19_4s.mp3	
201	omniman_201_t08m20_9s.mp3	
202	omniman_202_t08m22_5s.mp3	
203	omniman_203_t08m24_1s.mp3	
204	omniman_204_t08m25_7s.mp3	
205	omniman_205_t08m27_1s.mp3	
206	omniman_206_t08m28_2s.mp3	
207	omniman_207_t08m29_4s.mp3	
208	omniman_208_t08m33_9s.mp3	You
209	omniman_209_t08m37_2s.mp3	
210	omniman_210_t08m41_2s.mp3	
211	omniman_211_t08m42_7s.mp3	
212	omniman_212_t08m43_7s.mp3	
213	omniman_213_t08m46_2s.mp3	
214	omniman_214_t08m50_1s.mp3	
215	omniman_215_t08m52_5s.mp3	
216	omniman_216_t08m55_1s.mp3	
217	omniman_217_t08m58_0s.mp3	
218	omniman_218_t09m01_0s.mp3	
219	omniman_219_t09m03_5s.mp3	
220	omniman_220_t09m05_0s.mp3	
221	omniman_221_t09m07_0s.mp3	
222	omniman_222_t09m08_5s.mp3	
223	omniman_223_t09m09_6s.mp3	
224	omniman_224_t09m11_4s.mp3	
225	omniman_225_t09m13_0s.mp3	You
226	omniman_226_t09m17_5s.mp3	
227	omniman_227_t09m18_9s.mp3	
228	omniman_228_t09m20_4s.mp3	
229	omniman_229_t09m22_5s.mp3	
230	omniman_230_t09m23_8s.mp3	
231	omniman_231_t09m25_2s.mp3	
232	omniman_232_t09m27_1s.mp3	
