031	ghostface_031_t01m13_2s.mp3	1.63	1.00	That was overdue.
032	ghostface_032_t01m15_2s.mp3	1.90	1.00	Guess you had a death wish.
033	ghostface_033_t01m17_6s.mp3	2.22	1.00	Now I see something silver.
034	ghostface_034_t01m20_3s.mp3	2.01	1.00	Now I see something green.
035	ghostface_035_t01m22_8s.mp3	1.95	1.00	Now I see something red.
036	ghostface_036_t01m25_2s.mp3	1.52	1.00	This is my movie!
037	ghostface_037_t01m27_1s.mp3	1.44	1.00	Are you watching?
038	ghostface_038_t01m29_1s.mp3	1.66	1.00	I'll gut you!
039	ghostface_039_t01m31_2s.mp3	1.59	1.00	So much fun!
040	ghostface_040_t01m33_3s.mp3	2.56	1.00	Cut flesh, scrape bone.
041	ghostface_041_t01m36_3s.mp3	2.74	1.00	Heh heh, maybe you're too weak.
042	ghostface_042_t01m39_5s.mp3	2.14	1.00	So many ways to kill!
043	ghostface_043_t01m42_3s.mp3	3.19	1.00	Poor Christina, I'm afraid she's out.
044	ghostface_044_t01m46_1s.mp3	2.87	1.00	Do you like scary movies?
045	ghostface_045_t01m49_5s.mp3	4.43	1.00	A superman goes fascist. Now that's a scary movie.
046	ghostface_046_t01m54_7s.mp3	2.71	1.00	I'm gonna rip you up from the inside out.
047	ghostface_047_t01m58_0s.mp3	2.44	1.00	You've never seen a scary movie.
048	ghostface_048_t02m01_0s.mp3	3.21	1.00	I'll start with your fingers, then your toes.
049	ghostface_049_t02m04_8s.mp3	2.72	1.00	What's your favorite scary movie?
050	ghostface_050_t02m08_2s.mp3	3.90	1.00	Nice suit, so many exposed places to stab.
051	ghostface_051_t02m12_8s.mp3	3.05	1.00	I'm gonna carve the meat off your bones!
052	ghostface_052_t02m16_4s.mp3	2.84	1.00	I can't wait to hear you beg for death!
053	ghostface_053_t02m20_1s.mp3	2.66	1.00	I'll break off those teeth and stab you with them!
054	ghostface_054_t02m23_4s.mp3	2.95	1.00	You look like you enjoy Carnage, too.
055	ghostface_055_t02m27_0s.mp3	3.55	1.00	The things I'll do to your corpse.
056	ghostface_056_t02m31_1s.mp3	3.22	1.00	If anyone can scare a demon, I can.
057	ghostface_057_t02m34_9s.mp3	4.36	1.00	Love the accent! Does it come through when you scream?
058	ghostface_058_t02m40_0s.mp3	1.75	1.00	You're dead already.
059	ghostface_059_t02m42_0s.mp3	1.29	1.00	You just don't know it.
060	ghostface_060_t02m43_9s.mp3	1.47	1.00	If I kill you...
061	ghostface_061_t02m45_8s.mp3	1.19	1.00	thousands die
062	ghostface_062_t02m47_7s.mp3	1.54	1.00	Now, what will it take to...
063	ghostface_063_t02m49_4s.mp3	1.07	1.00	But you
064	ghostface_064_t02m51_1s.mp3	1.50	1.00	I love biking!
065	ghostface_065_t02m52_8s.mp3	2.02	1.00	Kill you again and again!
066	ghostface_066_t02m55_4s.mp3	2.67	1.00	I'll rip you apart at those seams!
067	ghostface_067_t02m59_1s.mp3	3.73	1.00	Hahahaha, who's one of us? Are you?
068	ghostface_068_t03m03_6s.mp3	0.54	1.00	Is that...
069	ghostface_069_t03m04_3s.mp3	1.06	1.00	You Billy.
070	ghostface_070_t03m06_0s.mp3	3.57	1.00	Imitation is the best form of flattery.
071	ghostface_071_t03m10_2s.mp3	3.02	1.00	What's your favorite scary movie?
072	ghostface_072_t03m13_8s.mp3	1.39	1.00	You like chaos?
073	ghostface_073_t03m15_4s.mp3	1.94	1.00	I love chaos.
074	ghostface_074_t03m17_9s.mp3	3.25	1.00	If you're not gonna help, you're gonna die.
075	ghostface_075_t03m21_9s.mp3	2.93	1.00	I'll cut through your neck until I feel bone.
076	ghostface_076_t03m25_4s.mp3	3.75	1.00	Just cuz you're blind, doesn't mean I won't kill you.
077	ghostface_077_t03m29_8s.mp3	3.30	1.00	Pretty women make the best victims.
078	ghostface_078_t03m33_7s.mp3	3.99	1.00	I'm gonna smear your blood over my every pore.
079	ghostface_079_t03m39_0s.mp3	0.95	1.00	Your sister?
080	ghostface_080_t03m40_5s.mp3	1.69	1.00	I'm gonna kill you both.
081	ghostface_081_t03m42_8s.mp3	3.14	1.00	Name the killer in Friday the 13th.
082	ghostface_082_t03m46_6s.mp3	3.79	1.00	How about a car that smirk off your face?
083	ghostface_083_t03m51_0s.mp3	2.84	1.00	One more cup for my calligraphy.
084	ghostface_084_t03m54_5s.mp3	2.62	1.00	Got time for a little hack-it-slash.
085	ghostface_085_t03m57_7s.mp3	3.10	1.00	This is gonna be my most epic kill ever.
086	ghostface_086_t04m01_5s.mp3	1.69	1.00	So what, you're a god.
087	ghostface_087_t04m03_3s.mp3	1.21	1.00	I'm a monster.
088	ghostface_088_t04m05_2s.mp3	3.19	1.00	Your death will make your mother seem peaceful.
089	ghostface_089_t04m09_0s.mp3	2.99	1.00	It's not every day I kill a princess.
090	ghostface_090_t04m12_6s.mp3	2.94	1.00	My knife is sharper than your fangs.
091	ghostface_091_t04m16_1s.mp3	2.92	1.00	I'm gonna cover this place with your blood.
092	ghostface_092_t04m19_6s.mp3	3.59	1.00	Every artery, snip every vein.
093	ghostface_093_t04m23_9s.mp3	3.55	1.00	You want to see magic? I'm a wizard with a knife!
094	ghostface_094_t04m28_1s.mp3	3.05	1.00	This will end when I harvest your heart.
095	ghostface_095_t04m31_8s.mp3	2.69	1.00	Do you have a favorite scary movie?
096	ghostface_096_t04m35_1s.mp3	1.37	1.00	This won't be war.
097	ghostface_097_t04m37_0s.mp3	1.56	1.00	This'll be murder.
098	ghostface_098_t04m39_2s.mp3	2.64	1.00	Your best man weren't good enough.
099	ghostface_099_t04m42_4s.mp3	3.17	1.00	I can't wait to meet your sister.
100	ghostface_100_t04m46_2s.mp3	3.22	1.00	Your hometown is ripe for the picking.
101	ghostface_101_t04m50_1s.mp3	2.22	1.00	I'm gonna jam your stuff so far up!
102	ghostface_102_t04m52_9s.mp3	3.35	1.00	They're gonna find pieces of you all over Outworld!
103	ghostface_103_t04m56_8s.mp3	2.57	1.00	I've dissected reptiles before.
104	ghostface_104_t04m60_0s.mp3	2.87	1.00	I bet there's a hot market for Zaterin leather.
105	ghostface_105_t05m03_5s.mp3	3.33	1.00	Your youthful warn doesn't scare easily.
106	ghostface_106_t05m07_4s.mp3	2.57	1.00	I like your pretty friend, Harumi.
107	ghostface_107_t05m10_6s.mp3	3.72	1.00	If I had a nickel for everybody I've killed...
108	ghostface_108_t05m14_9s.mp3	2.76	1.00	Those horns are gonna be a hell of a trophy.
109	ghostface_109_t05m18_3s.mp3	3.28	1.00	Just what will happen to your daughters?
110	ghostface_110_t05m22_2s.mp3	3.20	1.00	I hear you've got quite a scream.
111	ghostface_111_t05m26_0s.mp3	3.85	1.00	Aren't you lucky, you're first on my kill list?
112	ghostface_112_t05m30_5s.mp3	3.19	1.00	When your brother finds your bloated carcass.
113	ghostface_113_t05m34_2s.mp3	1.90	1.00	Time to put you on a slab!
114	ghostface_114_t05m36_8s.mp3	1.92	1.00	Did your blood run cold?
115	ghostface_115_t05m39_1s.mp3	1.12	1.00	Let's find out.
116	ghostface_116_t05m40_9s.mp3	2.66	1.00	If you pray, now's the time.
117	ghostface_117_t05m44_2s.mp3	3.24	1.00	Your lady friend in yellow isn't feeling too hot.
118	ghostface_118_t05m48_1s.mp3	2.97	1.00	I'm gonna crack you open like a crab!
119	ghostface_119_t05m51_7s.mp3	3.37	1.00	Your friend in red is having a real bad day.
120	ghostface_120_t05m55_7s.mp3	3.11	1.00	You died once. Wanna do it again?
121	ghostface_121_t05m59_5s.mp3	2.62	1.00	Lucky for you, there's a bonus round.
122	ghostface_122_t06m02_7s.mp3	2.66	1.00	to see what your insides look like.
123	ghostface_123_t06m05_9s.mp3	3.09	1.00	I prefer the term psychotic.
124	ghostface_124_t06m09_7s.mp3	4.12	1.00	Haha, finally, someone gets the game I'm playing.
125	ghostface_125_t06m14_5s.mp3	3.27	1.00	Go ahead, the sequel's already greenlit.
126	ghostface_126_t06m18_3s.mp3	3.98	1.00	Heh heh heh, you auditioning to wear this mask next?
127	ghostface_127_t06m22_9s.mp3	2.59	1.00	Hahaha, a warrior!
128	ghostface_128_t06m25_8s.mp3	1.66	1.00	I'm a raving psychotic.
129	ghostface_129_t06m28_1s.mp3	3.34	1.00	How about the knife? It's gonna rip through your flesh!
130	ghostface_130_t06m32_0s.mp3	3.14	1.00	I'm the best of both.
131	ghostface_131_t06m35_8s.mp3	3.62	1.00	Carving that stupid mustache off your smug face.
132	ghostface_132_t06m40_1s.mp3	4.13	1.00	Fine. No small talk. It's straight to the violence.
133	ghostface_133_t06m44_8s.mp3	0.61	1.00	Really
134	ghostface_134_t06m45_9s.mp3	2.02	1.00	They worked on your wife.
135	ghostface_135_t06m48_6s.mp3	3.20	1.00	Because death scarier when it's faceless.
136	ghostface_136_t06m52_5s.mp3	3.10	1.00	Ha ha, looks like I struck a nerve.
137	ghostface_137_t06m56_3s.mp3	0.55	1.00	Why?
138	ghostface_138_t06m57_2s.mp3	1.61	1.00	I'm the monster here.
139	ghostface_139_t06m59_4s.mp3	2.70	1.00	Haha! That's the spirit baraka!
140	ghostface_140_t07m02_8s.mp3	2.29	1.00	And you never will again.
141	ghostface_141_t07m05_7s.mp3	1.88	1.00	What a nice thing to say!
142	ghostface_142_t07m08_4s.mp3	2.89	1.00	Haha, the most obscene.
143	ghostface_143_t07m12_0s.mp3	1.19	1.00	No you won't.
144	ghostface_144_t07m13_7s.mp3	1.78	1.00	I'll haunt your dreams
145	ghostface_145_t07m16_0s.mp3	0.74	1.00	No.
146	ghostface_146_t07m17_0s.mp3	2.54	1.00	That's the guy with the glove and fedora.
147	ghostface_147_t07m20_2s.mp3	2.96	1.00	Haha, you assume I have one.
148	ghostface_148_t07m23_7s.mp3	2.44	1.00	The secret's killing you, isn't it?
149	ghostface_149_t07m26_8s.mp3	2.21	1.00	Nobody's canceling me.
150	ghostface_150_t07m29_6s.mp3	3.91	1.00	What an origin story. I've got tons of them.
151	ghostface_151_t07m34_1s.mp3	2.61	1.00	You'll have to kill me to find out.
152	ghostface_152_t07m37_4s.mp3	2.87	1.00	At least six by my count.
153	ghostface_153_t07m40_9s.mp3	2.33	1.00	Of course it is, Stu.
154	ghostface_154_t07m43_8s.mp3	2.11	1.00	It's also the deadliest.
155	ghostface_155_t07m46_6s.mp3	0.90	1.00	STAB!
156	ghostface_156_t07m47_8s.mp3	1.10	1.00	What else?
157	ghostface_157_t07m49_5s.mp3	1.18	1.00	You don't
158	ghostface_158_t07m50_8s.mp3	2.50	1.00	Heh, you've killed thousands!
159	ghostface_159_t07m54_0s.mp3	4.07	1.00	Hahaha, that's the least interesting thing about me.
160	ghostface_160_t07m58_8s.mp3	3.38	1.00	I haven't yet. I start now.
161	ghostface_161_t08m02_8s.mp3	2.33	1.00	Did I say I wanted in on it?
162	ghostface_162_t08m05_7s.mp3	3.25	1.00	What are you, the Tokyo Gore Police?
163	ghostface_163_t08m09_6s.mp3	4.03	1.00	Who needs a knife? I'm already under your skin.
164	ghostface_164_t08m14_3s.mp3	0.73	1.00	honor
165	ghostface_165_t08m15_4s.mp3	1.87	1.00	Who gives a fuck about honor?
166	ghostface_166_t08m17_9s.mp3	2.23	1.00	Maybe they should try harder.
167	ghostface_167_t08m20_8s.mp3	3.03	1.00	It's about to be drenched in your blood.
168	ghostface_168_t08m24_5s.mp3	3.97	1.00	If you could see my smile, you'd know that's bullshit.
169	ghostface_169_t08m29_0s.mp3	3.01	1.00	And thanks to you, the old bitch got away.
170	ghostface_170_t08m32_6s.mp3	0.67	1.00	You know what?
171	ghostface_171_t08m33_9s.mp3	0.99	1.00	I've lost count.
172	ghostface_172_t08m35_4s.mp3	0.83	1.00	Check the wiki.
173	ghostface_173_t08m36_9s.mp3	3.50	1.00	Your teeth gonna make a necklace of them.
174	ghostface_174_t08m41_0s.mp3	3.05	1.00	It was death by a thousand cuts.
175	ghostface_175_t08m44_7s.mp3	4.61	1.00	Haha, even if you kill me, I'll be back for the sequel.
176	ghostface_176_t08m50_0s.mp3	1.92	1.00	Do you hear me arguing?
177	ghostface_177_t08m52_5s.mp3	2.16	1.00	I'm glad someone noticed.
178	ghostface_178_t08m55_3s.mp3	3.11	1.00	Not a chance. I'm a heavy, not a henchman.
179	ghostface_179_t08m59_1s.mp3	3.12	1.00	Go ahead soldier, give it your best shot!
180	ghostface_180_t09m02_8s.mp3	4.10	1.00	Yeah, be afraid. Be very afraid.
181	ghostface_181_t09m07_6s.mp3	1.68	1.00	You can try to...
182	ghostface_182_t09m09_4s.mp3	1.08	1.00	farm boy
183	ghostface_183_t09m11_2s.mp3	3.24	1.00	You think that's an insult? It's not.
184	ghostface_184_t09m15_0s.mp3	1.90	1.00	Movies don't make cycles.
185	ghostface_185_t09m17_2s.mp3	2.32	1.00	They make psychos more creative.
186	ghostface_186_t09m20_2s.mp3	2.88	1.00	Why do you think I'm so popular?
187	ghostface_187_t09m23_6s.mp3	1.64	1.00	Quit stealing my lines!
188	ghostface_188_t09m25_9s.mp3	3.56	1.00	Now don't talk like that. Give me a chance.
189	ghostface_189_t09m30_1s.mp3	0.90	1.00	You're right.
190	ghostface_190_t09m31_7s.mp3	1.81	1.00	Because I haven't done enough.
191	ghostface_191_t09m34_2s.mp3	3.53	1.00	If I do, you'll burn right along with me.
192	ghostface_192_t09m38_4s.mp3	1.45	1.00	No, thanks. I cut.
193	ghostface_193_t09m40_0s.mp3	1.58	1.00	People not deals.
194	ghostface_194_t09m42_2s.mp3	1.34	1.00	I'll survive.
195	ghostface_195_t09m43_8s.mp3	1.53	1.00	I always do.
196	ghostface_196_t09m46_0s.mp3	1.96	1.00	No, not yet.
197	ghostface_197_t09m48_1s.mp3	1.86	1.00	We're only in the first reel.
198	ghostface_198_t09m50_6s.mp3	2.70	1.00	Just makes me all warm and fuzzy.
199	ghostface_199_t09m53_9s.mp3	3.18	1.00	Are you really want to be throwing stones?
200	ghostface_200_t09m57_7s.mp3	0.73	1.00	What's wrong?
201	ghostface_201_t09m58_6s.mp3	1.77	1.00	Afraid of a little jump scare?
202	ghostface_202_t10m01_0s.mp3	2.81	1.00	Someone who knows your little secret.
203	ghostface_203_t10m04_4s.mp3	0.66	1.00	Amateur
204	ghostface_204_t10m05_5s.mp3	1.81	1.00	I'm a natural born killer.
205	ghostface_205_t10m08_0s.mp3	2.06	1.00	Don't die.
206	ghostface_206_t10m10_4s.mp3	2.95	1.00	This story's plot isn't done twisting!
207	ghostface_207_t10m13_9s.mp3	2.64	1.00	Talk about lethal mistakes.
208	ghostface_208_t10m17_2s.mp3	0.91	1.00	CLOWN!
209	ghostface_209_t10m18_2s.mp3	1.67	1.00	I don't think so.
210	ghostface_210_t10m20_8s.mp3	0.96	1.00	Heh heh.
211	ghostface_211_t10m22_2s.mp3	1.04	1.00	Oh.
212	ghostface_212_t10m24_2s.mp3	1.14	1.00	Hah!
213	ghostface_213_t10m26_2s.mp3	1.43	1.00	hahahaha
214	ghostface_214_t10m27_9s.mp3	0.96	1.00	Yeah.
215	ghostface_215_t10m29_0s.mp3	3.61	1.00	Hehehehahahahaha
216	ghostface_216_t10m32_8s.mp3	2.04	1.00	hahahaha
217	ghostface_217_t10m35_3s.mp3	0.61	1.00	Ha!
218	ghostface_218_t10m36_6s.mp3	0.88	1.00	HUH!
219	ghostface_219_t10m37_7s.mp3	0.67	1.00	Ha!
220	ghostface_220_t10m38_6s.mp3	1.21	1.00	
221	ghostface_221_t10m41_0s.mp3	0.87	1.00	hahahaha
222	ghostface_222_t10m42_8s.mp3	1.35	1.00	Heh heh heh. Ahh!
223	ghostface_223_t10m44_5s.mp3	0.75	1.00	hahahaha
224	ghostface_224_t10m46_3s.mp3	0.53	1.00	Heh heh heh heh
225	ghostface_225_t10m47_1s.mp3	1.30	1.00	Heh heh heh heh heh heh
226	ghostface_226_t10m48_5s.mp3	1.74	1.00	hahahaha
227	ghostface_227_t10m50_6s.mp3	0.54	1.00	hahah
228	ghostface_228_t10m51_4s.mp3	0.51	1.00	
229	ghostface_229_t10m52_2s.mp3	0.51	1.00	Mm.
230	ghostface_230_t10m52_9s.mp3	0.89	1.00	Mmm.
231	ghostface_231_t10m56_8s.mp3	0.85	1.00	
232	ghostface_232_t10m59_1s.mp3	4.19	1.00	
233	ghostface_233_t11m04_3s.mp3	1.43	1.00	
234	ghostface_234_t11m09_9s.mp3	1.00	1.00	
235	ghostface_235_t11m11_9s.mp3	0.89	1.00	
236	ghostface_236_t11m13_1s.mp3	1.54	1.00	
237	ghostface_237_t11m15_5s.mp3	2.15	1.00	
238	ghostface_238_t11m17_8s.mp3	2.36	1.00	
239	ghostface_239_t11m21_5s.mp3	2.83	1.00	
240	ghostface_240_t11m25_2s.mp3	2.54	1.00	
241	ghostface_241_t11m36_6s.mp3	0.93	1.00	
242	ghostface_242_t11m37_9s.mp3	2.69	1.00	
243	ghostface_243_t11m41_6s.mp3	0.67	1.00	
244	ghostface_244_t11m43_0s.mp3	0.68	1.00	
245	ghostface_245_t11m44_6s.mp3	0.77	1.00	
246	ghostface_246_t11m46_1s.mp3	1.44	1.00	
247	ghostface_247_t11m50_1s.mp3	5.54	1.00	
248	ghostface_248_t11m56_3s.mp3	0.62	1.00	
249	ghostface_249_t11m58_1s.mp3	2.29	1.00	
250	ghostface_250_t12m00_5s.mp3	0.68	1.00	
251	ghostface_251_t12m01_5s.mp3	2.78	1.00	
252	ghostface_252_t12m05_9s.mp3	3.49	1.00	
253	ghostface_253_t12m09_9s.mp3	2.57	1.00	
254	ghostface_254_t12m15_5s.mp3	1.87	1.00	
255	ghostface_255_t12m18_1s.mp3	2.32	1.00	
256	ghostface_256_t12m21_4s.mp3	0.84	1.00	
257	ghostface_257_t12m22_6s.mp3	1.30	1.00	
258	ghostface_258_t12m24_9s.mp3	1.18	1.00	
259	ghostface_259_t12m27_7s.mp3	1.31	1.00	
260	ghostface_260_t12m30_1s.mp3	1.98	1.00	
261	ghostface_261_t12m33_5s.mp3	2.37	1.00	
262	ghostface_262_t12m36_8s.mp3	4.64	1.00	
263	ghostface_263_t12m43_5s.mp3	3.05	1.00	You
264	ghostface_264_t12m47_3s.mp3	3.00	1.00	You
265	ghostface_265_t12m51_6s.mp3	0.69	1.00	
266	ghostface_266_t12m53_1s.mp3	0.70	1.00	
267	ghostface_267_t12m54_7s.mp3	0.99	1.00	
268	ghostface_268_t12m56_3s.mp3	1.05	1.00	
269	ghostface_269_t12m58_4s.mp3	1.12	1.00	
270	ghostface_270_t13m00_6s.mp3	0.63	1.00	
271	ghostface_271_t13m01_7s.mp3	0.63	1.00	
272	ghostface_272_t13m02_9s.mp3	0.66	1.00	
273	ghostface_273_t13m04_8s.mp3	1.43	1.00	
274	ghostface_274_t13m07_8s.mp3	2.02	1.00	
275	ghostface_275_t13m11_3s.mp3	1.73	1.00	
276	ghostface_276_t13m14_4s.mp3	1.27	1.00	
277	ghostface_277_t13m16_2s.mp3	1.19	1.00	
278	ghostface_278_t13m17_9s.mp3	0.84	1.00	
279	ghostface_279_t13m19_2s.mp3	1.37	1.00	
280	ghostface_280_t13m21_5s.mp3	0.50	1.00	
281	ghostface_281_t13m23_1s.mp3	5.50	1.00	
282	ghostface_282_t13m30_1s.mp3	1.23	1.00	
283	ghostface_283_t13m32_2s.mp3	1.92	1.00	
284	ghostface_284_t13m36_5s.mp3	2.36	1.00	
285	ghostface_285_t13m40_4s.mp3	2.15	1.00	
286	ghostface_286_t13m43_3s.mp3	1.49	1.00	
287	ghostface_287_t13m45_3s.mp3	0.64	1.00	
288	ghostface_288_t13m51_4s.mp3	1.04	1.00	
289	ghostface_289_t13m52_9s.mp3	1.16	1.00	
290	ghostface_290_t13m55_1s.mp3	1.37	1.00	
291	ghostface_291_t13m57_2s.mp3	0.66	1.00	
292	ghostface_292_t13m58_2s.mp3	1.70	1.00	
293	ghostface_293_t14m00_0s.mp3	0.58	1.00	shape. No. No. No. No. No. No. No. No. No. No. No. No. No. No. No. No. You know, you can make your own but you- you know, it's not you. No. No. No. No. No. Did I say anything about you my might think about? Maybe not.
294	ghostface_294_t14m12_6s.mp3	1.09	1.00	
295	ghostface_295_t14m15_4s.mp3	1.65	1.00	
296	ghostface_296_t14m18_2s.mp3	1.13	1.00	
297	ghostface_297_t14m20_4s.mp3	1.21	1.00	
298	ghostface_298_t14m22_6s.mp3	1.33	1.00	
299	ghostface_299_t14m24_8s.mp3	1.23	1.00	
300	ghostface_300_t14m27_1s.mp3	1.30	1.00	
301	ghostface_301_t14m29_1s.mp3	3.31	1.00	
302	ghostface_302_t14m33_2s.mp3	3.31	1.00	
303	ghostface_303_t14m37_2s.mp3	3.36	1.00	
304	ghostface_304_t14m41_2s.mp3	1.24	1.00	
305	ghostface_305_t14m42_9s.mp3	1.50	1.00	
306	ghostface_306_t14m45_0s.mp3	1.56	1.00	
307	ghostface_307_t14m47_3s.mp3	1.73	1.00	
308	ghostface_308_t14m50_4s.mp3	1.74	1.00	You
309	ghostface_309_t14m53_5s.mp3	1.99	1.00	
310	ghostface_310_t14m56_8s.mp3	3.26	1.00	The The The The The The The
311	ghostface_311_t15m00_6s.mp3	2.81	1.00	You
312	ghostface_312_t15m04_5s.mp3	2.75	1.00	
313	ghostface_313_t15m08_2s.mp3	1.82	1.00	
314	ghostface_314_t15m10_4s.mp3	0.96	1.00	I don't know what to do.
315	ghostface_315_t15m11_8s.mp3	1.11	1.00	
316	ghostface_316_t15m13_2s.mp3	1.13	1.00	
317	ghostface_317_t15m15_1s.mp3	2.48	1.00	You
318	ghostface_318_t15m18_2s.mp3	1.53	1.00	You
319	ghostface_319_t15m20_1s.mp3	0.79	1.00	
320	ghostface_320_t15m21_2s.mp3	2.33	1.00	
321	ghostface_321_t15m25_1s.mp3	1.13	1.00	
322	ghostface_322_t15m28_5s.mp3	1.75	1.00	Stop!
323	ghostface_323_t15m31_5s.mp3	3.54	1.00	
324	ghostface_324_t15m35_8s.mp3	1.85	1.00	
325	ghostface_325_t15m39_3s.mp3	1.50	1.00	
326	ghostface_326_t15m43_3s.mp3	0.86	1.00	
327	ghostface_327_t15m44_7s.mp3	0.69	1.00	3
328	ghostface_328_t15m45_8s.mp3	0.84	1.00	
329	ghostface_329_t15m47_0s.mp3	1.50	1.00	
330	ghostface_330_t15m49_7s.mp3	1.60	1.00	
331	ghostface_331_t15m54_3s.mp3	0.55	1.00	
332	ghostface_332_t15m55_6s.mp3	1.41	1.00	
333	ghostface_333_t15m57_7s.mp3	0.98	1.00	
334	ghostface_334_t15m59_5s.mp3	0.78	1.00	
335	ghostface_335_t16m00_6s.mp3	2.62	1.00	
336	ghostface_336_t16m05_2s.mp3	1.56	1.00	
337	ghostface_337_t16m08_2s.mp3	2.43	1.00	
